website_url,is_education
http://www.quirksmode.org/js/index.html?dhtmloptions.html,False
https://arseblog.com/,False
http://www.dickestel.com/classicexpo2004.htm,False
http://www.okeanostravel.com/,False
http://www.dickestel.com/classic2005.htm,False
https://www.vudu.com,False
https://www.elitemate.com/,False
http://www.lbow.com/,False
https://newszetu.com/,False
https://cassandraladru.com,False
https://www.airbnb.co.in/?locale=en&_set_bev_on_new_domain=1606041642_YjI0OGQ3OWI5MDI2,False
http://economypinballrepair.weebly.com/,False
https://music.amazon.in,False
http://www.gtcenter.org/,False
https://caterbakes.com/,False
https://groovesharks.org,False
https://newslanes.com/,False
http://www.ephonecards.com.au/,False
https://stackoverflow.com/,False
https://www.totallyspain.com/,False
https://www.7thheaven.in/,False
http://www.eingang.org/Games/boggle.html,False
https://www.easternherald.com/,False
https://www.cricxtasy.com/,False
http://qualgorithms.blogspot.com/,False
https://www.qldcricket.com.au/,False
https://www.legis.iowa.gov,False
https://www.danielkennedy.com,False
http://www.idsociety.org/,False
http://www.columbia.ab.ca/,False
https://www.popphoto.com,False
http://en.wikipedia.org/wiki/Fractional_calculus,False
https://www.321chat.com/,False
https://www.dof.gov.ph,False
https://en.wikipedia.org/wiki/Morabaraba,False
https://www.stevemadden.in/,False
http://goidirectory.nic.in/index.php,False
https://www.mycricket.ae/,False
https://www.legis.state.pa.us,False
http://www.emigre.com/,False
https://carehospitals.com/,False
https://www.britishairways.com/travel/home/public/en_in/,False
https://putlocker-is.org,False
https://www.meru.in/,False
https://www.legislation.gov.uk,False
https://www.mayoclinic.org/,False
https://switchboard.live,False
http://www.tgrmn.com/,False
http://wrapsodyonline.com/,False
http://www.live555.com,False
http://www.oysterknife.co.nz/,False
http://www.help-info.de/en/,False
https://olivebarandkitchen.com/,False
https://www.plex.tv,False
https://www.avma.org/blog,False
https://telegram.org/,False
http://vrlab.epfl.ch/,False
https://www.megacabs.com/,False
https://www.watchdoguganda.com/,False
https://www.goal.com/en,False
http://www.photopreneur.com/,False
https://bankunderground.co.uk/,False
https://www.petermckinnon.com,False
https://news.google.com/,False
http://education.jlab.org/elementflashcards/,False
http://www.argonblue.com/,False
https://www.mha.gov.in,False
http://www.worldbunco.com/,False
https://www.bbc.com/,False
https://inayajewelry.com/,False
http://www.agronomy.org/,False
http://www.justcruisinplus.com/,False
https://www.hoteltonight.com/,False
https://notescoffee.com/,False
https://www.100daysofrealfood.com/,False
http://www.jewelryshopkeeper.com/,False
https://bakewithshivesh.com/,False
https://www.tensorflow.org/,False
https://vote.gov,False
http://www.scottygroup.com/,False
http://4mhz.de/bfdev.html,False
http://www.life.illinois.edu/hanks/,False
https://www.gst.gov.in,False
https://persmin.gov.in,False
https://thewoksoflife.com/,False
http://www.wikipedia.org/wiki/President_(game),False
https://www.ventunotech.com,False
https://www.foxnews.com/,False
https://www.somaiya.edu/en,False
https://www.paltalk.com/,False
https://www.mindbodygreen.com/,False
http://www.spencersretail.com/,False
http://www.atlas-games.com/onceuponatime/,False
http://www.equitypandit.com/,False
https://www.nottinghampost.com/sport/football/,False
http://www.5straight.net/,False
http://www.skylinepacific.com/,False
https://www.carzonrent.com/,False
http://www.thegymla.com/,False
http://www.rphaven.com/,False
http://sunbeachresortgorai.com/,False
https://tinychat.com/,False
https://www.scmp.com/,False
http://www.realcollegelife.com/,False
https://www.foxinthesnow.com/,False
https://www.vplayed.com,False
http://www.pocaan.org/,False
https://www.worldpresslive.com/,False
http://www.stroustrup.com/,False
https://wwos.nine.com.au/,False
https://www.simplyrecipes.com/,False
https://www.turansa.com/,False
https://www.chatforfree.org/,False
https://www.sankaranethralaya.org/,False
https://sportslens.com/,False
https://chat.icq.com/icqchat/,False
http://www.babyblooms.co.uk/,False
http://www.artbizdesign.com/,False
https://www.lyft.com/,False
https://secondlife.com/,False
https://www.parakeetcafe.com/,False
https://www.seqifund.com/,False
https://leginfo.legislature.ca.gov,False
http://www.andhrauniversity.info/,False
https://www.starquik.com/,False
http://www.stevesaircraft.com/,False
https://tv.youtube.com/,False
http://site.icu-project.org/,False
https://crosstownfitness.com/,False
https://www.cookingclassy.com/,False
https://www.cambridgeincolour.com,False
https://www.amitmehra.com,False
http://www.trentu.ca/archaeology/,False
https://www.siriusxm.com,False
https://www.huffpost.com/,False
https://news24online.com/,False
http://www.little-hooters.com/nude_gallery/gaymale/index.htm,False
https://www.gopapaya.co.in/,False
http://www.rphworld.com/,False
http://www.mypleasure.com,False
http://www.synapses.co.uk/genetics/,False
https://www.digitalcameraworld.com,False
https://enterchatroom.com/,False
https://www.fernhotels.com/,False
https://www.thesun.co.uk/news/,False
https://east.co,False
https://tunein.com,False
http://www.shoplindasstuff.com/,False
https://hebbarskitchen.com/,False
https://caribbeancricket.com/news,False
https://www.badmintonengland.co.uk/,False
https://www.swmintl.com/,False
http://www.edgewear.com/,False
http://www.flipcode.com/archives/,False
https://fstoppers.com,False
http://www.gamespot.com/american-mcgees-alice/summary/,False
http://www.vicair.net/,False
http://www.nbsoft.co.uk/,False
http://www.world-sex-news.com/,False
https://www.pixyblog.com/,False
http://www.chemicalelements.com/elements/al.html,False
https://p.badoo.com/l/2f23922d23e23c25722521422122120b21,False
https://www.finnair.com/,False
http://www.justworldnews.com/,False
https://www.casknyc.com/,False
https://thefirstmess.com/,False
http://www.cribbage.org/,False
https://www.sportscrunch.in/,False
https://headlinecode.com/,False
https://www.dodho.com,False
https://www.fulcrumfitness.com/,False
https://www.nbcnews.com/,False
https://www.luriechildrens.org/,False
http://www.beroset.com/,False
http://www.all-science-fair-projects.com/,False
http://www.ninjaremote.com/,False
https://buzzbakeshop.com/,False
https://www.woodplc.com/,False
http://filesystems.org/,False
https://filemagazine.com/,False
https://www.airnewzealand.co.nz/homepage,False
https://relianceretail.com/reliance-smart.html,False
http://www.analdreamhouse.com/30/03/agecheck/index.html,False
https://clipbucket.com,False
https://www.diigo.com/,False
https://thrivemarket.com/web/membership/welcome,False
https://www.rcmp-grc.gc.ca,False
http://kridangan.com/,False
https://www.hulu.com/,False
https://www.sportsnewsireland.com/,False
http://www.smartdesks.com/,False
http://archaeology.about.com/library/univ/blggsa.htm,False
http://botany.about.com/,False
https://pensionersportal.gov.in,False
https://www.tridenthotels.com/,False
http://www.larwe.com/coinop/index.html,False
http://www.futurefunds.com.au/,False
https://josephhardin.com/,False
https://www.mountsinai.org/,False
https://www.portosbakery.com/,False
https://www.periscope.tv,False
http://www.legaseriea.it/en,False
http://www.relocationmoverservices.com/,False
https://www.health.com/,False
http://mezelmods.com/,False
https://www.broadwayhd.com,False
https://www.channelnewsasia.com/,False
https://www.thecenturybar.com.au/,False
http://trac.osgeo.org/geotiff/,False
https://weeklyworldnews.com/,False
http://www.scholarpedia.org/article/Encyclopedia_of_astrophysics,False
https://www.indiatimes.com/,False
https://www.starlingbank.com/blog/,False
https://www.jasonbellphoto.com/#/home/,False
https://www.badmintonireland.com/,False
https://sportscafe.in/,False
https://www.kdsurfshop.com/,False
https://www.tennisexplorer.com/,False
https://www.rockhouse.com/,False
https://tidal.com,False
https://www.luluandsky.com/,False
https://www.newsnow.co.uk/h/World+News,False
http://www.paltalk.com/,False
http://youngerfaces.com/,False
http://www.comcraftfr.com/,False
http://www.josuttis.com/tmplbook/,False
http://www.treasurers.org/,False
http://www.sanzlena.com,False
https://www.capture-life.de/,False
https://messenger.com/,False
http://cujs.soc.srcf.net/,False
https://www.scmp.com/,False
http://nationalmarblestournament.org/,False
https://secondlife.com/,False
http://members.tripod.com/nylatenite/gamersparadise.htm,False
http://www.combswrecker.com/,False
http://www.retailstudy.com/,False
